geometry,polylines,id,city,object,type,lat,lon,count_people
"POLYGON ((39.7150844209355 43.64962408665276, 39.71830985356285 43.653635894680015, 39.71494334288287 43.657899820642484, 39.708350819062964 43.65815189417802, 39.70512547599206 43.654139882452284, 39.708492567113396 43.649876000894146, 39.7150844209355 43.64962408665276))","[(43.64962408665276, 39.7150844209355), (43.653635894680015, 39.71830985356285), (43.657899820642484, 39.71494334288287), (43.65815189417802, 39.708350819062964), (43.654139882452284, 39.70512547599206), (43.649876000894146, 39.708492567113396), (43.64962408665276, 39.7150844209355)]",98,Сочи,building,house,43.6546735,39.71053,3
"POLYGON ((39.7150844209355 43.64962408665276, 39.71830985356285 43.653635894680015, 39.71494334288287 43.657899820642484, 39.708350819062964 43.65815189417802, 39.70512547599206 43.654139882452284, 39.708492567113396 43.649876000894146, 39.7150844209355 43.64962408665276))","[(43.64962408665276, 39.7150844209355), (43.653635894680015, 39.71830985356285), (43.657899820642484, 39.71494334288287), (43.65815189417802, 39.708350819062964), (43.654139882452284, 39.70512547599206), (43.649876000894146, 39.708492567113396), (43.64962408665276, 39.7150844209355)]",98,Сочи,building,house,43.654747263982784,39.710096576865105,3
"POLYGON ((39.7150844209355 43.64962408665276, 39.71830985356285 43.653635894680015, 39.71494334288287 43.657899820642484, 39.708350819062964 43.65815189417802, 39.70512547599206 43.654139882452284, 39.708492567113396 43.649876000894146, 39.7150844209355 43.64962408665276))","[(43.64962408665276, 39.7150844209355), (43.653635894680015, 39.71830985356285), (43.657899820642484, 39.71494334288287), (43.65815189417802, 39.708350819062964), (43.654139882452284, 39.70512547599206), (43.649876000894146, 39.708492567113396), (43.64962408665276, 39.7150844209355)]",98,Сочи,building,house,43.654782399999995,39.70994000000001,3
"POLYGON ((39.7150844209355 43.64962408665276, 39.71830985356285 43.653635894680015, 39.71494334288287 43.657899820642484, 39.708350819062964 43.65815189417802, 39.70512547599206 43.654139882452284, 39.708492567113396 43.649876000894146, 39.7150844209355 43.64962408665276))","[(43.64962408665276, 39.7150844209355), (43.653635894680015, 39.71830985356285), (43.657899820642484, 39.71494334288287), (43.65815189417802, 39.708350819062964), (43.654139882452284, 39.70512547599206), (43.649876000894146, 39.708492567113396), (43.64962408665276, 39.7150844209355)]",98,Сочи,building,house,43.65438325000001,39.707267650000006,3
"POLYGON ((39.7150844209355 43.64962408665276, 39.71830985356285 43.653635894680015, 39.71494334288287 43.657899820642484, 39.708350819062964 43.65815189417802, 39.70512547599206 43.654139882452284, 39.708492567113396 43.649876000894146, 39.7150844209355 43.64962408665276))","[(43.64962408665276, 39.7150844209355), (43.653635894680015, 39.71830985356285), (43.657899820642484, 39.71494334288287), (43.65815189417802, 39.708350819062964), (43.654139882452284, 39.70512547599206), (43.649876000894146, 39.708492567113396), (43.64962408665276, 39.7150844209355)]",98,Сочи,building,house,43.6544502,39.70708555000001,3
"POLYGON ((39.7150844209355 43.64962408665276, 39.71830985356285 43.653635894680015, 39.71494334288287 43.657899820642484, 39.708350819062964 43.65815189417802, 39.70512547599206 43.654139882452284, 39.708492567113396 43.649876000894146, 39.7150844209355 43.64962408665276))","[(43.64962408665276, 39.7150844209355), (43.653635894680015, 39.71830985356285), (43.657899820642484, 39.71494334288287), (43.65815189417802, 39.708350819062964), (43.654139882452284, 39.70512547599206), (43.649876000894146, 39.708492567113396), (43.64962408665276, 39.7150844209355)]",98,Сочи,building,house,43.654629458110996,39.70739760976404,3
"POLYGON ((39.7150844209355 43.64962408665276, 39.71830985356285 43.653635894680015, 39.71494334288287 43.657899820642484, 39.708350819062964 43.65815189417802, 39.70512547599206 43.654139882452284, 39.708492567113396 43.649876000894146, 39.7150844209355 43.64962408665276))","[(43.64962408665276, 39.7150844209355), (43.653635894680015, 39.71830985356285), (43.657899820642484, 39.71494334288287), (43.65815189417802, 39.708350819062964), (43.654139882452284, 39.70512547599206), (43.649876000894146, 39.708492567113396), (43.64962408665276, 39.7150844209355)]",98,Сочи,building,house,43.65464298988906,39.70707698329393,3
"POLYGON ((39.7150844209355 43.64962408665276, 39.71830985356285 43.653635894680015, 39.71494334288287 43.657899820642484, 39.708350819062964 43.65815189417802, 39.70512547599206 43.654139882452284, 39.708492567113396 43.649876000894146, 39.7150844209355 43.64962408665276))","[(43.64962408665276, 39.7150844209355), (43.653635894680015, 39.71830985356285), (43.657899820642484, 39.71494334288287), (43.65815189417802, 39.708350819062964), (43.654139882452284, 39.70512547599206), (43.649876000894146, 39.708492567113396), (43.64962408665276, 39.7150844209355)]",98,Сочи,building,house,43.65476751911595,39.706506463747324,3
"POLYGON ((39.7150844209355 43.64962408665276, 39.71830985356285 43.653635894680015, 39.71494334288287 43.657899820642484, 39.708350819062964 43.65815189417802, 39.70512547599206 43.654139882452284, 39.708492567113396 43.649876000894146, 39.7150844209355 43.64962408665276))","[(43.64962408665276, 39.7150844209355), (43.653635894680015, 39.71830985356285), (43.657899820642484, 39.71494334288287), (43.65815189417802, 39.708350819062964), (43.654139882452284, 39.70512547599206), (43.649876000894146, 39.708492567113396), (43.64962408665276, 39.7150844209355)]",98,Сочи,building,house,43.65480239799128,39.707015500073055,3
"POLYGON ((39.7150844209355 43.64962408665276, 39.71830985356285 43.653635894680015, 39.71494334288287 43.657899820642484, 39.708350819062964 43.65815189417802, 39.70512547599206 43.654139882452284, 39.708492567113396 43.649876000894146, 39.7150844209355 43.64962408665276))","[(43.64962408665276, 39.7150844209355), (43.653635894680015, 39.71830985356285), (43.657899820642484, 39.71494334288287), (43.65815189417802, 39.708350819062964), (43.654139882452284, 39.70512547599206), (43.649876000894146, 39.708492567113396), (43.64962408665276, 39.7150844209355)]",98,Сочи,building,house,43.65485696125552,39.70733421566632,3
