geometry,polylines,id,city,object,type,lat,lon
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,amenity,kindergarten,54.2136163,37.6297596
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,amenity,school,54.2136418,37.6281306
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,highway,footway,54.21373192147647,37.628765113174126
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,highway,footway,54.21381815424188,37.629483503535795
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,leisure,pitch,54.213928954640394,37.627326045760405
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,leisure,pitch,54.21444984999999,37.6287325
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,highway,footway,54.21445712786716,37.62850087486018
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,highway,footway,54.21463221605149,37.6265798825564
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,leisure,pitch,54.21489379221624,37.62892687062767
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,amenity,school,54.2152619,37.6272488
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,highway,footway,54.215609079312514,37.62854947531146
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,highway,footway,54.216665820711185,37.62665613876288
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,highway,footway,54.2167273,37.62672635
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,highway,footway,54.21673877863773,37.626295645239324
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,highway,footway,54.21680874201859,37.6263978199331
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,highway,footway,54.216835148807185,37.62626125295461
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,highway,footway,54.2168726,37.62664035
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,shop,e-cigarette,54.2167436,37.6249695
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,amenity,fast_food,54.2169371,37.6249173
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,highway,footway,54.217178000000004,37.6255532
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,highway,footway,54.21724140000001,37.62558265
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,highway,footway,54.2172839,37.62395175
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,highway,footway,54.21733255000001,37.62562335
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,highway,footway,54.217482266965796,37.62378298756072
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,highway,footway,54.21692865,37.6262941
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,highway,footway,54.21693210324146,37.62674261530665
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,leisure,stadium,54.20927219091225,37.623059046582334
"POLYGON ((37.61543698307417 54.21290706061393, 37.619689400835824 54.20893892383865, 37.62731217589625 54.20935523709693, 37.630683952595824 54.21374000831654, 37.62643167517567 54.21770859828581, 37.61880748053637 54.217291963812826, 37.61543698307417 54.21290706061393))","[(54.21290706061393, 37.61543698307417), (54.20893892383865, 37.619689400835824), (54.20935523709693, 37.62731217589625), (54.21374000831654, 37.630683952595824), (54.21770859828581, 37.62643167517567), (54.217291963812826, 37.61880748053637), (54.21290706061393, 37.61543698307417)]",19,Тула,leisure,stadium,54.20927219091225,37.623059046582334
